Region,Soil_Type,Start_Season,Number_of_Seasons,Crop1,Crop2,Crop3,Yield_t_per_ha,Carbon_Sequestration_kg_CO2
West Bengal,Laterite,Kharif,3,Maize,Mustard,Okra,2.49,234.27
Punjab,Alluvial,Zaid,3,Watermelon,Rice,Mustard,3.08,229.35
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Okra,2.35,267.3
Punjab,Alluvial,Rabi,2,Mustard,Cucumber,,2.98,174.75
Tamil Nadu,Red,Rabi,2,Wheat,Watermelon,,3.3,196.6
West Bengal,Laterite,Kharif,3,Groundnut,Mustard,Okra,2.52,261.71
Punjab,Alluvial,Kharif,3,Maize,Mustard,Cucumber,3.21,203.26
Tamil Nadu,Red,Rabi,2,Wheat,Bottle Gourd,,3.5,184.55
Punjab,Alluvial,Rabi,2,Peas,Bottle Gourd,,3.02,240.01
Maharashtra,Black,Kharif,2,Maize,Mustard,,2.56,183.68
Punjab,Alluvial,Rabi,3,Peas,Watermelon,Maize,2.89,284.27
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Cucumber,2.87,193.08
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Okra,2.72,260.93
Rajasthan,Arid Sandy,Rabi,2,Peas,Bottle Gourd,,3.33,250.02
West Bengal,Laterite,Kharif,2,Soybean,Mustard,,1.89,220.59
Maharashtra,Black,Kharif,2,Soybean,Mustard,,2.17,259.86
Maharashtra,Black,Zaid,3,Cucumber,Cotton,Wheat,2.91,203.81
Rajasthan,Arid Sandy,Kharif,3,Rice,Mustard,Okra,2.9,236.98
Punjab,Alluvial,Zaid,2,Cucumber,Cotton,,3.26,192.74
West Bengal,Laterite,Zaid,3,Bottle Gourd,Maize,Mustard,2.89,210.09
Rajasthan,Arid Sandy,Rabi,2,Wheat,Watermelon,,4.33,161.01
Tamil Nadu,Red,Rabi,3,Peas,Bottle Gourd,Rice,3.4,281.29
Tamil Nadu,Red,Zaid,3,Bottle Gourd,Maize,Mustard,2.85,227.97
Tamil Nadu,Red,Kharif,2,Rice,Mustard,,2.79,199.03
Maharashtra,Black,Kharif,2,Maize,Mustard,,2.45,195.23
Tamil Nadu,Red,Rabi,3,Chickpea,Watermelon,Rice,3.2,262.31
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Peas,2.8,259.33
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,3.33,208.36
Punjab,Alluvial,Rabi,2,Mustard,Okra,,2.4,207.15
Tamil Nadu,Red,Rabi,3,Barley,Watermelon,Groundnut,2.88,271.18
West Bengal,Laterite,Kharif,2,Groundnut,Mustard,,2.12,224.13
Punjab,Alluvial,Rabi,2,Barley,Watermelon,,3.9,173.06
Tamil Nadu,Red,Kharif,2,Groundnut,Mustard,,2.51,250.12
Rajasthan,Arid Sandy,Rabi,3,Peas,Watermelon,Maize,3.32,280.8
Tamil Nadu,Red,Zaid,2,Watermelon,Soybean,,3.31,252.03
West Bengal,Laterite,Kharif,3,Rice,Mustard,Okra,3.15,235.63
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Cucumber,2.63,263.53
West Bengal,Laterite,Zaid,2,Watermelon,Maize,,3.81,179.08
Tamil Nadu,Red,Rabi,2,Mustard,Okra,,2.5,209.36
Rajasthan,Arid Sandy,Kharif,3,Maize,Mustard,Cucumber,2.91,192.9
Rajasthan,Arid Sandy,Rabi,2,Mustard,Okra,,2.69,164.4
West Bengal,Laterite,Rabi,3,Peas,Watermelon,Maize,2.52,258.66
Punjab,Alluvial,Rabi,2,Wheat,Bottle Gourd,,3.41,194.68
Tamil Nadu,Red,Rabi,2,Wheat,Watermelon,,3.38,163.26
Punjab,Alluvial,Rabi,3,Peas,Watermelon,Maize,3.52,285.07
Tamil Nadu,Red,Kharif,2,Soybean,Mustard,,1.76,216.56
Punjab,Alluvial,Zaid,2,Bottle Gourd,Soybean,,3.36,228.76
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Rice,,3.67,194.49
Rajasthan,Arid Sandy,Rabi,3,Wheat,Watermelon,Groundnut,3.13,240.47
Rajasthan,Arid Sandy,Zaid,2,Cucumber,Cotton,,3.12,185.58
West Bengal,Laterite,Kharif,3,Rice,Mustard,Cucumber,2.75,216.16
Maharashtra,Black,Rabi,3,Barley,Bottle Gourd,Soybean,3.25,264.03
Maharashtra,Black,Kharif,2,Rice,Mustard,,2.99,167.46
Punjab,Alluvial,Zaid,2,Bottle Gourd,Soybean,,3.12,258.86
Tamil Nadu,Red,Rabi,2,Wheat,Bottle Gourd,,4.04,178.01
Tamil Nadu,Red,Rabi,2,Wheat,Bottle Gourd,,2.89,192.36
Tamil Nadu,Red,Rabi,3,Chickpea,Watermelon,Rice,3.03,260.01
Rajasthan,Arid Sandy,Rabi,3,Peas,Watermelon,Rice,3.14,287.12
Maharashtra,Black,Kharif,3,Groundnut,Mustard,Cucumber,2.47,241.44
Maharashtra,Black,Rabi,3,Wheat,Watermelon,Groundnut,2.84,275.23
West Bengal,Laterite,Zaid,2,Cucumber,Cotton,,3.05,184.1
Rajasthan,Arid Sandy,Kharif,2,Rice,Mustard,,2.74,184.79
Maharashtra,Black,Kharif,3,Cotton,Barley,Watermelon,2.79,222.17
Rajasthan,Arid Sandy,Kharif,2,Soybean,Mustard,,2,252.83
Rajasthan,Arid Sandy,Rabi,2,Peas,Bottle Gourd,,2.7,237.86
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Cucumber,2.52,251.15
Rajasthan,Arid Sandy,Rabi,3,Barley,Watermelon,Soybean,2.76,257.76
Tamil Nadu,Red,Zaid,3,Bottle Gourd,Rice,Mustard,3.34,210.46
Punjab,Alluvial,Rabi,2,Peas,Bottle Gourd,,2.61,230.72
West Bengal,Laterite,Kharif,3,Soybean,Mustard,Cucumber,2.47,261.64
West Bengal,Laterite,Rabi,2,Chickpea,Bottle Gourd,,2.78,229.37
West Bengal,Laterite,Zaid,3,Watermelon,Groundnut,Mustard,2.87,262.64
Maharashtra,Black,Kharif,3,Groundnut,Mustard,Cucumber,2.98,250.04
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Barley,2.84,195.77
Tamil Nadu,Red,Zaid,3,Watermelon,Soybean,Mustard,2.75,247.27
Punjab,Alluvial,Kharif,3,Maize,Mustard,Cucumber,2.84,200.2
West Bengal,Laterite,Kharif,3,Soybean,Mustard,Okra,2.25,279.22
Tamil Nadu,Red,Zaid,2,Watermelon,Groundnut,,3.53,244.26
West Bengal,Laterite,Kharif,2,Cotton,Barley,,2.45,203.51
Maharashtra,Black,Kharif,2,Soybean,Mustard,,1.85,216.5
West Bengal,Laterite,Rabi,2,Barley,Watermelon,,3.05,167.69
Tamil Nadu,Red,Zaid,2,Cucumber,Cotton,,3.31,163.64
West Bengal,Laterite,Kharif,2,Soybean,Mustard,,1.48,220.67
Tamil Nadu,Red,Rabi,3,Barley,Bottle Gourd,Groundnut,3.64,240.44
Tamil Nadu,Red,Rabi,2,Chickpea,Bottle Gourd,,3.42,226.05
Punjab,Alluvial,Rabi,3,Chickpea,Watermelon,Rice,3.72,280.14
Rajasthan,Arid Sandy,Rabi,2,Barley,Bottle Gourd,,2.79,164.8
West Bengal,Laterite,Zaid,2,Bottle Gourd,Maize,,3.81,203.25
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.44,247.34
Maharashtra,Black,Kharif,3,Cotton,Wheat,Bottle Gourd,2.61,193.52
Maharashtra,Black,Rabi,3,Peas,Watermelon,Maize,2.67,266.74
West Bengal,Laterite,Kharif,2,Rice,Mustard,,2.98,199.34
Tamil Nadu,Red,Zaid,2,Cucumber,Cotton,,3.04,161.54
Tamil Nadu,Red,Zaid,3,Bottle Gourd,Maize,Mustard,2.56,217.38
Punjab,Alluvial,Rabi,2,Barley,Bottle Gourd,,3.35,185.63
Maharashtra,Black,Kharif,2,Groundnut,Mustard,,1.77,249.98
Punjab,Alluvial,Zaid,3,Bottle Gourd,Soybean,Mustard,2.29,287.58
Tamil Nadu,Red,Kharif,2,Rice,Mustard,,2.92,175.89
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Bottle Gourd,Maize,3.32,255.66
Maharashtra,Black,Zaid,3,Cucumber,Cotton,Barley,2.92,212.27
Tamil Nadu,Red,Rabi,2,Mustard,Okra,,2.83,167
West Bengal,Laterite,Kharif,3,Rice,Mustard,Okra,3.32,218.95
West Bengal,Laterite,Kharif,2,Groundnut,Mustard,,2.27,233.61
Maharashtra,Black,Rabi,3,Mustard,Cucumber,Cotton,2.54,215.11
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.23,227.94
Maharashtra,Black,Rabi,2,Wheat,Watermelon,,3.04,170.34
Tamil Nadu,Red,Rabi,3,Peas,Bottle Gourd,Rice,3.3,266.07
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Peas,2.67,257.64
Tamil Nadu,Red,Rabi,3,Chickpea,Bottle Gourd,Rice,3.11,254.04
Maharashtra,Black,Kharif,2,Cotton,Wheat,,2.7,176.51
Punjab,Alluvial,Rabi,3,Peas,Bottle Gourd,Rice,3.07,246.39
West Bengal,Laterite,Kharif,2,Groundnut,Mustard,,2.1,218.32
Maharashtra,Black,Zaid,3,Bottle Gourd,Soybean,Mustard,2.43,264.08
Maharashtra,Black,Rabi,2,Chickpea,Bottle Gourd,,3.13,218.39
Tamil Nadu,Red,Rabi,2,Mustard,Cucumber,,2.36,170.12
West Bengal,Laterite,Kharif,2,Soybean,Mustard,,2,247.62
Punjab,Alluvial,Rabi,2,Chickpea,Bottle Gourd,,3.49,242.46
West Bengal,Laterite,Rabi,3,Wheat,Watermelon,Soybean,3.3,257.53
West Bengal,Laterite,Kharif,3,Maize,Mustard,Cucumber,2.79,219.91
Punjab,Alluvial,Zaid,2,Bottle Gourd,Groundnut,,3.5,225.8
Tamil Nadu,Red,Kharif,2,Soybean,Mustard,,1.7,238.23
West Bengal,Laterite,Rabi,3,Mustard,Cucumber,Cotton,2.48,239.43
Maharashtra,Black,Rabi,2,Wheat,Bottle Gourd,,3.87,200.04
Rajasthan,Arid Sandy,Zaid,2,Bottle Gourd,Maize,,3.52,164.41
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Cucumber,3.41,204.32
West Bengal,Laterite,Kharif,2,Soybean,Mustard,,1.7,256.54
West Bengal,Laterite,Rabi,2,Wheat,Bottle Gourd,,3.73,177.99
Punjab,Alluvial,Kharif,2,Cotton,Chickpea,,1.96,239.3
West Bengal,Laterite,Kharif,2,Rice,Mustard,,2.98,189.15
Tamil Nadu,Red,Rabi,2,Chickpea,Bottle Gourd,,2.96,210.23
Maharashtra,Black,Rabi,2,Chickpea,Bottle Gourd,,2.92,215.85
West Bengal,Laterite,Rabi,3,Peas,Watermelon,Maize,3.46,262.94
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Rice,,3.61,199.43
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,3.54,160.49
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Cucumber,3,207.68
West Bengal,Laterite,Rabi,2,Mustard,Cucumber,,2.63,172.1
Tamil Nadu,Red,Kharif,2,Maize,Mustard,,2.41,198.95
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Okra,2.44,284.91
West Bengal,Laterite,Rabi,3,Mustard,Cucumber,Cotton,2.36,229.96
Rajasthan,Arid Sandy,Zaid,2,Cucumber,Cotton,,3.5,182.86
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Wheat,2.95,208.08
Tamil Nadu,Red,Kharif,3,Maize,Mustard,Cucumber,2.77,211.2
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Peas,2.72,274.3
Maharashtra,Black,Rabi,2,Mustard,Cucumber,,3.3,202.47
West Bengal,Laterite,Zaid,3,Watermelon,Soybean,Mustard,2.66,274.53
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Cucumber,2.46,267.87
Tamil Nadu,Red,Rabi,2,Peas,Bottle Gourd,,3.05,240.28
West Bengal,Laterite,Zaid,2,Cucumber,Cotton,,2.83,198.74
Rajasthan,Arid Sandy,Kharif,3,Groundnut,Mustard,Cucumber,2.44,280.39
Tamil Nadu,Red,Rabi,3,Wheat,Bottle Gourd,Soybean,2.87,275.52
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Peas,2.78,248.37
Punjab,Alluvial,Kharif,2,Cotton,Wheat,,2.36,164.78
Rajasthan,Arid Sandy,Zaid,2,Bottle Gourd,Groundnut,,3.52,215.2
West Bengal,Laterite,Kharif,2,Soybean,Mustard,,1.76,232.16
Maharashtra,Black,Kharif,2,Rice,Mustard,,2.94,176.26
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Watermelon,Rice,3.5,269.88
West Bengal,Laterite,Rabi,3,Barley,Watermelon,Soybean,2.93,252.99
Tamil Nadu,Red,Kharif,2,Groundnut,Mustard,,2.01,210.42
Rajasthan,Arid Sandy,Rabi,3,Wheat,Watermelon,Groundnut,3.55,249.43
Rajasthan,Arid Sandy,Rabi,2,Barley,Bottle Gourd,,3.01,198.23
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Chickpea,2.28,245.52
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Barley,2.85,191.11
Punjab,Alluvial,Rabi,3,Mustard,Cucumber,Cotton,2.23,207.1
Tamil Nadu,Red,Rabi,3,Peas,Bottle Gourd,Maize,2.9,253.33
Rajasthan,Arid Sandy,Kharif,3,Maize,Mustard,Cucumber,2.89,228.41
Maharashtra,Black,Rabi,2,Chickpea,Bottle Gourd,,3.25,225.61
Tamil Nadu,Red,Kharif,2,Groundnut,Mustard,,2.02,219.94
Punjab,Alluvial,Zaid,2,Bottle Gourd,Maize,,3.59,168.37
Tamil Nadu,Red,Zaid,2,Watermelon,Maize,,2.78,199.17
Rajasthan,Arid Sandy,Zaid,2,Cucumber,Cotton,,2.75,194.3
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Soybean,,3.25,249.57
Maharashtra,Black,Rabi,2,Barley,Watermelon,,3.45,169.65
Rajasthan,Arid Sandy,Rabi,2,Barley,Bottle Gourd,,3.25,174.74
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.02,253.38
West Bengal,Laterite,Zaid,2,Bottle Gourd,Maize,,3.61,187.08
Rajasthan,Arid Sandy,Kharif,3,Maize,Mustard,Cucumber,3.06,222.91
West Bengal,Laterite,Rabi,2,Chickpea,Watermelon,,2.86,224.16
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Rice,Mustard,2.96,191.56
Punjab,Alluvial,Rabi,2,Wheat,Bottle Gourd,,3.96,192.9
West Bengal,Laterite,Zaid,3,Bottle Gourd,Soybean,Mustard,2.58,250.44
Rajasthan,Arid Sandy,Kharif,3,Rice,Mustard,Cucumber,3.14,220.85
West Bengal,Laterite,Kharif,2,Cotton,Wheat,,2.95,164.86
West Bengal,Laterite,Zaid,3,Bottle Gourd,Soybean,Mustard,2.54,279.62
West Bengal,Laterite,Rabi,3,Mustard,Cucumber,Cotton,2.84,232.24
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Barley,2.92,208
Rajasthan,Arid Sandy,Rabi,3,Wheat,Bottle Gourd,Groundnut,3.37,255.09
Tamil Nadu,Red,Kharif,2,Cotton,Wheat,,2.86,201.12
West Bengal,Laterite,Zaid,2,Bottle Gourd,Rice,,3.6,173.25
West Bengal,Laterite,Kharif,2,Cotton,Peas,,1.69,255.89
Punjab,Alluvial,Zaid,3,Watermelon,Maize,Mustard,3.37,235.38
West Bengal,Laterite,Zaid,3,Bottle Gourd,Groundnut,Mustard,2.98,283.99
Rajasthan,Arid Sandy,Rabi,2,Mustard,Okra,,2.67,162.71
West Bengal,Laterite,Kharif,3,Groundnut,Mustard,Cucumber,2.33,276.58
Rajasthan,Arid Sandy,Rabi,2,Mustard,Cucumber,,2.65,166.61
Punjab,Alluvial,Rabi,2,Chickpea,Watermelon,,2.99,231.72
Maharashtra,Black,Kharif,3,Groundnut,Mustard,Cucumber,2.72,289.85
West Bengal,Laterite,Kharif,2,Rice,Mustard,,2.93,206.21
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Cucumber,2.49,278.48
Maharashtra,Black,Rabi,3,Chickpea,Bottle Gourd,Maize,3.06,258.69
Punjab,Alluvial,Kharif,2,Maize,Mustard,,2.74,160.69
Punjab,Alluvial,Rabi,3,Peas,Bottle Gourd,Maize,2.83,266.16
Punjab,Alluvial,Rabi,2,Barley,Bottle Gourd,,2.73,194.83
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Cucumber,3.52,208.01
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Cucumber,2.86,264.23
Maharashtra,Black,Zaid,3,Bottle Gourd,Rice,Mustard,3.3,227.22
Punjab,Alluvial,Rabi,3,Barley,Watermelon,Soybean,3.41,243.1
Tamil Nadu,Red,Rabi,2,Chickpea,Watermelon,,2.91,229.64
Maharashtra,Black,Kharif,3,Groundnut,Mustard,Cucumber,2.83,285.49
Tamil Nadu,Red,Rabi,2,Mustard,Okra,,2.6,170.12
Maharashtra,Black,Rabi,2,Peas,Bottle Gourd,,3.04,217.9
Tamil Nadu,Red,Kharif,2,Cotton,Chickpea,,2.24,247.28
Tamil Nadu,Red,Kharif,2,Rice,Mustard,,2.54,190.6
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,3.25,185.12
West Bengal,Laterite,Rabi,3,Mustard,Cucumber,Cotton,2.21,210.43
Maharashtra,Black,Kharif,2,Soybean,Mustard,,2.14,254.38
Rajasthan,Arid Sandy,Rabi,2,Chickpea,Watermelon,,3.14,256.96
West Bengal,Laterite,Zaid,2,Bottle Gourd,Groundnut,,3.4,253.89
Maharashtra,Black,Zaid,3,Bottle Gourd,Groundnut,Mustard,2.58,278.68
Tamil Nadu,Red,Rabi,2,Peas,Watermelon,,2.53,235.85
Maharashtra,Black,Rabi,3,Wheat,Bottle Gourd,Soybean,3.6,246.77
Rajasthan,Arid Sandy,Rabi,3,Wheat,Bottle Gourd,Groundnut,3.24,262.73
Tamil Nadu,Red,Rabi,2,Wheat,Bottle Gourd,,3.26,178.15
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Maize,Mustard,2.89,233.44
Maharashtra,Black,Zaid,2,Watermelon,Soybean,,3.14,232.31
Maharashtra,Black,Kharif,2,Maize,Mustard,,2.26,182.93
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Maize,,3.35,182.69
Rajasthan,Arid Sandy,Kharif,2,Maize,Mustard,,2.47,201.26
Punjab,Alluvial,Kharif,2,Rice,Mustard,,2.47,193.35
West Bengal,Laterite,Rabi,3,Wheat,Bottle Gourd,Soybean,2.82,270.55
West Bengal,Laterite,Zaid,2,Watermelon,Soybean,,3.46,224.96
Tamil Nadu,Red,Rabi,2,Peas,Bottle Gourd,,2.49,244.73
Tamil Nadu,Red,Rabi,3,Chickpea,Bottle Gourd,Rice,3.18,271.45
Punjab,Alluvial,Rabi,3,Peas,Watermelon,Maize,3.44,246.49
West Bengal,Laterite,Rabi,3,Peas,Bottle Gourd,Rice,3.32,241.2
Punjab,Alluvial,Zaid,2,Watermelon,Groundnut,,2.73,250.3
Maharashtra,Black,Kharif,2,Cotton,Peas,,2.12,235.33
Tamil Nadu,Red,Kharif,2,Cotton,Peas,,1.9,258.01
Maharashtra,Black,Kharif,3,Cotton,Chickpea,Watermelon,3,271.36
West Bengal,Laterite,Rabi,3,Peas,Bottle Gourd,Maize,3.1,240.94
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Barley,2.69,221.33
West Bengal,Laterite,Kharif,3,Cotton,Wheat,Watermelon,2.84,212.6
Tamil Nadu,Red,Kharif,3,Maize,Mustard,Cucumber,3.31,212.19
Punjab,Alluvial,Rabi,2,Mustard,Cucumber,,3.2,186.18
Tamil Nadu,Red,Kharif,2,Groundnut,Mustard,,1.75,229.38
West Bengal,Laterite,Kharif,2,Cotton,Wheat,,2.64,164.35
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.03,241.94
Maharashtra,Black,Rabi,2,Mustard,Cucumber,,2.53,182.06
Punjab,Alluvial,Rabi,2,Mustard,Cucumber,,3.1,187.98
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Cucumber,2.49,252.24
Punjab,Alluvial,Rabi,3,Chickpea,Watermelon,Rice,3.43,245.3
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Cucumber,2.73,275.64
West Bengal,Laterite,Kharif,3,Groundnut,Mustard,Okra,2.65,262.78
Rajasthan,Arid Sandy,Rabi,2,Mustard,Okra,,2.79,205.64
Rajasthan,Arid Sandy,Kharif,3,Cotton,Chickpea,Watermelon,2.51,263.06
Maharashtra,Black,Rabi,3,Chickpea,Bottle Gourd,Rice,3.22,267.81
Punjab,Alluvial,Rabi,3,Peas,Watermelon,Rice,3.69,259.19
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Okra,2.34,275.6
Rajasthan,Arid Sandy,Kharif,3,Cotton,Wheat,Watermelon,2.77,195.44
West Bengal,Laterite,Rabi,3,Peas,Bottle Gourd,Rice,2.99,277.75
Punjab,Alluvial,Kharif,2,Soybean,Mustard,,1.78,219.78
Tamil Nadu,Red,Rabi,3,Peas,Watermelon,Rice,3.4,282.38
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Okra,2.6,283.06
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Cucumber,2.7,250.56
Maharashtra,Black,Rabi,2,Mustard,Cucumber,,2.8,180.86
Punjab,Alluvial,Kharif,2,Maize,Mustard,,2.67,166.79
Maharashtra,Black,Zaid,3,Watermelon,Groundnut,Mustard,2.81,259.24
Maharashtra,Black,Kharif,3,Groundnut,Mustard,Cucumber,2.75,260.54
West Bengal,Laterite,Zaid,3,Bottle Gourd,Rice,Mustard,3.07,224.52
Maharashtra,Black,Zaid,3,Watermelon,Rice,Mustard,3.1,223.44
West Bengal,Laterite,Zaid,3,Bottle Gourd,Soybean,Mustard,2.51,276.69
Rajasthan,Arid Sandy,Rabi,3,Barley,Bottle Gourd,Soybean,2.97,279.25
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Okra,2.63,241.36
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.18,216.63
Tamil Nadu,Red,Rabi,3,Wheat,Bottle Gourd,Soybean,3.35,258.49
Maharashtra,Black,Rabi,2,Peas,Bottle Gourd,,3.39,227.14
Punjab,Alluvial,Kharif,2,Soybean,Mustard,,1.83,232.01
Maharashtra,Black,Kharif,3,Rice,Mustard,Okra,2.62,213.81
West Bengal,Laterite,Kharif,3,Soybean,Mustard,Cucumber,2.19,286.36
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Bottle Gourd,Rice,3.72,261.59
Tamil Nadu,Red,Rabi,3,Barley,Bottle Gourd,Groundnut,3.15,277.45
West Bengal,Laterite,Kharif,3,Maize,Mustard,Okra,2.52,194.88
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Peas,2.32,242.84
West Bengal,Laterite,Zaid,2,Bottle Gourd,Rice,,3.63,178.8
West Bengal,Laterite,Kharif,2,Maize,Mustard,,2.26,163.79
Rajasthan,Arid Sandy,Rabi,3,Barley,Watermelon,Soybean,2.76,259.43
Punjab,Alluvial,Rabi,3,Mustard,Cucumber,Cotton,2.85,198.92
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.06,255.63
Tamil Nadu,Red,Kharif,2,Rice,Mustard,,2.63,182.29
Rajasthan,Arid Sandy,Kharif,2,Rice,Mustard,,2.68,205.23
West Bengal,Laterite,Kharif,3,Soybean,Mustard,Cucumber,2.91,267.01
Punjab,Alluvial,Rabi,3,Wheat,Watermelon,Groundnut,3.34,287.94
Punjab,Alluvial,Rabi,3,Wheat,Watermelon,Groundnut,2.94,259.21
Maharashtra,Black,Rabi,3,Wheat,Watermelon,Groundnut,3.31,247
Maharashtra,Black,Kharif,2,Soybean,Mustard,,1.61,225.39
West Bengal,Laterite,Rabi,2,Wheat,Watermelon,,3.76,162.14
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Okra,2.29,272.69
Maharashtra,Black,Kharif,2,Rice,Mustard,,2.75,190.56
West Bengal,Laterite,Kharif,2,Rice,Mustard,,2.88,163.16
Maharashtra,Black,Rabi,3,Peas,Watermelon,Rice,3.28,281.82
Maharashtra,Black,Kharif,2,Cotton,Wheat,,2.17,180.76
Tamil Nadu,Red,Zaid,2,Watermelon,Maize,,3.93,165
West Bengal,Laterite,Rabi,2,Wheat,Watermelon,,2.8,206.31
West Bengal,Laterite,Rabi,3,Peas,Bottle Gourd,Rice,2.98,251.96
Rajasthan,Arid Sandy,Zaid,2,Cucumber,Cotton,,2.95,169.6
West Bengal,Laterite,Kharif,3,Groundnut,Mustard,Cucumber,2.68,249.69
Maharashtra,Black,Zaid,3,Watermelon,Maize,Mustard,2.98,204.25
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Watermelon,Rice,2.94,247.9
Punjab,Alluvial,Rabi,2,Wheat,Bottle Gourd,,3.81,176.3
Punjab,Alluvial,Rabi,2,Wheat,Bottle Gourd,,4.1,178.78
Maharashtra,Black,Kharif,3,Groundnut,Mustard,Okra,2.7,262.75
Rajasthan,Arid Sandy,Rabi,2,Peas,Bottle Gourd,,3.45,220.11
Maharashtra,Black,Kharif,2,Cotton,Barley,,2.05,180.91
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Okra,2.41,260.58
West Bengal,Laterite,Rabi,2,Chickpea,Watermelon,,3.04,246.5
Maharashtra,Black,Kharif,3,Soybean,Mustard,Okra,2.58,242.21
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Groundnut,,3.5,251.06
Rajasthan,Arid Sandy,Rabi,2,Wheat,Bottle Gourd,,3.5,170.9
Tamil Nadu,Red,Rabi,2,Wheat,Bottle Gourd,,3.29,195.17
West Bengal,Laterite,Zaid,2,Watermelon,Groundnut,,3.9,230.27
Tamil Nadu,Red,Zaid,3,Bottle Gourd,Rice,Mustard,3.17,211.3
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Soybean,,3.01,257.27
Tamil Nadu,Red,Kharif,2,Soybean,Mustard,,1.6,228.32
Maharashtra,Black,Rabi,2,Chickpea,Bottle Gourd,,3.36,247.61
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,3.48,181.15
Punjab,Alluvial,Kharif,3,Cotton,Chickpea,Watermelon,2.85,266.6
West Bengal,Laterite,Rabi,3,Chickpea,Watermelon,Rice,3.43,259.53
Maharashtra,Black,Rabi,2,Wheat,Bottle Gourd,,3.63,184.82
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,3.57,166.6
Tamil Nadu,Red,Rabi,3,Wheat,Watermelon,Soybean,3.16,287.37
Tamil Nadu,Red,Rabi,3,Barley,Watermelon,Groundnut,3.35,255.32
Tamil Nadu,Red,Kharif,3,Cotton,Peas,Bottle Gourd,2.75,270.93
Maharashtra,Black,Kharif,2,Cotton,Barley,,2.22,170.26
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Peas,2.75,246.07
Punjab,Alluvial,Rabi,3,Mustard,Cucumber,Cotton,2.77,215.37
Tamil Nadu,Red,Rabi,3,Chickpea,Bottle Gourd,Maize,2.75,242
West Bengal,Laterite,Kharif,3,Rice,Mustard,Okra,2.55,222.07
West Bengal,Laterite,Zaid,2,Cucumber,Cotton,,2.54,182.27
Rajasthan,Arid Sandy,Rabi,2,Barley,Watermelon,,3.66,178.48
Tamil Nadu,Red,Kharif,3,Cotton,Peas,Watermelon,2.6,276.39
Rajasthan,Arid Sandy,Zaid,3,Watermelon,Soybean,Mustard,3.05,284.82
